leadRefId,lenderName,accountStatus,accountType,debtType,outstandingAmount,overdueAmount,delinquency,creditLimitAmount,sanctionedAmount,openDate,closedDate,lastPaymentDate,reportedDate,repaymentTenure,tenurePaid,settlementAmount,suitFiledWilfulDefault,roi
691d75b42f3a0b14f4e28f6e,ANANYA FINANCE FOR INCLUSIVE GROWTH PVT LTD,ACTIVE,UNSECURED,Microfinance – Business Loan,"6,012",,"1,385",,"10,000","Nov 19, 2021, 5:30 AM",,"Apr 6, 2022, 5:30 AM","Apr 30, 2022, 5:30 AM",0,47,,,
691d75b42f3a0b14f4e28f6e,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,933,,"16,999","Jan 12, 2023, 5:30 AM","Jul 5, 2023, 5:30 AM","Jul 2, 2023, 5:30 AM","Aug 31, 2023, 5:30 AM",8,31,,,
691d75b42f3a0b14f4e28f6e,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,871,,"12,499","Apr 13, 2023, 5:30 AM","Oct 13, 2023, 5:30 AM","Sep 2, 2023, 5:30 AM","Nov 30, 2023, 5:30 AM",8,28,,,
691d75b42f3a0b14f4e28f6e,Bajaj Finance Limited,ACTIVE,UNSECURED,Personal Loan,"31,012",0,5,,"71,613","Sep 19, 2023, 5:30 AM",,"Jan 15, 2026, 5:30 AM","Jan 31, 2026, 5:30 AM",39,3,,,35
691d75b42f3a0b14f4e28f6e,ANANYA FINANCE FOR INCLUSIVE GROWTH PVT LTD,ACTIVE,UNSECURED,Microfinance – Business Loan,"62,710",0,501,,"75,000","Mar 28, 2024, 5:30 AM",,"Sep 6, 2024, 5:30 AM","Sep 30, 2024, 5:30 AM",0,18,,,
691d75b42f3a0b14f4e28f6e,The Suryoday Micro-finance Private Ltd,ACTIVE,OTHERS,Business Loan – Priority Sector – Small Business,"29,246","9,886",105,,"60,000","Jul 24, 2024, 5:30 AM",,"Nov 7, 2025, 5:30 AM","Jan 31, 2026, 5:30 AM",24,3,0,,28
691d75b42f3a0b14f4e28f6e,Bajaj Finance Limited,ACTIVE,UNSECURED,Consumer Loan,"37,448",0,-11,,"74,900","Jan 4, 2025, 5:30 AM",,"Jan 31, 2026, 5:30 AM","Jan 31, 2026, 5:30 AM",24,3,,,
691d75b42f3a0b14f4e28f6e,Bandhan Bank,ACTIVE,UNSECURED,Business Loan - Unsecured,"26,343","15,992",184,,"50,000","Jun 29, 2024, 5:30 AM",,"Aug 20, 2025, 5:30 AM","Jan 31, 2026, 5:30 AM",96,3,,00,22
691d75b42f3a0b14f4e28f6e,HDB Financial Services Limited,ACTIVE,UNSECURED,Consumer Loan,"8,099","10,318",231,,"32,436","Jan 16, 2025, 5:30 AM",,"Jul 24, 2025, 5:30 AM","Jan 31, 2026, 5:30 AM",12,3,,,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,"1,464",,"18,000","Dec 11, 2017, 5:30 AM","Jan 25, 2022, 5:30 AM","Jan 17, 2022, 5:30 AM","Jan 31, 2022, 5:30 AM",18,51,,00,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,"2,058",,"10,000","Apr 4, 2019, 5:30 AM","Jun 3, 2020, 5:30 AM","Jun 2, 2020, 5:30 AM","Jun 30, 2020, 5:30 AM",12,75,,00,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,"1,395",,"15,291","Sep 30, 2019, 5:30 AM","Apr 3, 2022, 5:30 AM","Mar 27, 2022, 5:30 AM","Apr 30, 2022, 5:30 AM",15,51,,00,
685cc470186e146d7da64fea,ICICI Bank,CLOSED,SECURED,Gold Loan,0,0,"1,379",,"19,896","Oct 9, 2020, 5:30 AM","Apr 12, 2022, 5:30 AM","Apr 12, 2022, 5:30 AM","Apr 30, 2022, 5:30 AM",0,51,,,
685cc470186e146d7da64fea,Hero FinCorp Ltd,CLOSED,SECURED,Two-Wheeler Loan,0,0,"1,334",,"58,250","Jan 22, 2021, 5:30 AM","May 31, 2022, 5:30 AM","May 27, 2022, 5:30 AM","May 31, 2022, 5:30 AM",30,51,,00,19
685cc470186e146d7da64fea,Clix Capital Services Private Limited,CLOSED,UNSECURED,Consumer Loan,0,0,0,,"3,000","Dec 3, 2020, 5:30 AM","Jun 6, 2021, 5:30 AM",,"Jun 30, 2021, 5:30 AM",0,63,,,
685cc470186e146d7da64fea,Aditya Birla Capital Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,960,,"1,000","Dec 2, 2021, 5:30 AM","Jun 5, 2023, 5:30 AM","Jun 5, 2023, 5:30 AM","May 31, 2024, 5:30 AM",0,27,,,
685cc470186e146d7da64fea,Hero FinCorp Ltd,CLOSED,UNSECURED,Personal Loan,0,0,587,,"101,070","May 23, 2022, 5:30 AM","Jun 23, 2024, 5:30 AM","Jun 12, 2024, 5:30 AM","Jun 30, 2024, 5:30 AM",24,27,,00,25
685cc470186e146d7da64fea,NDX P2P PRIVATE LIMITED,CLOSED,UNSECURED,Personal Loan,0,0,"1,172",,"3,000","Aug 12, 2022, 5:30 AM","Nov 5, 2022, 5:30 AM","Nov 5, 2022, 5:30 AM","Nov 30, 2022, 5:30 AM",3,40,,,39
685cc470186e146d7da64fea,SI CREVA CAPITAL,CLOSED,UNSECURED,Personal Loan,0,0,"1,245",,"3,000","Aug 1, 2022, 5:30 AM","Feb 5, 2023, 5:30 AM","Aug 24, 2022, 5:30 AM","Feb 28, 2023, 5:30 AM",1,39,,,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,"1,021",,"20,519","Aug 1, 2022, 5:30 AM","Apr 12, 2023, 5:30 AM","Apr 5, 2023, 5:30 AM","Apr 30, 2023, 5:30 AM",8,39,,00,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,437,,"30,000","Sep 2, 2022, 5:30 AM","Jun 4, 2025, 5:30 AM","Nov 9, 2024, 5:30 AM","Jun 4, 2025, 5:30 AM",60,15,,00,
685cc470186e146d7da64fea,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Personal Loan,0,0,"1,176",,"6,000","Sep 12, 2022, 5:30 AM","Jan 19, 2024, 5:30 AM","Nov 1, 2022, 5:30 AM","Jan 31, 2024, 5:30 AM",24,27,,00,
685cc470186e146d7da64fea,True Credits Private Limited,CLOSED,UNSECURED,Personal Loan,0,0,870,,"5,668","Aug 29, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 30, 2023, 5:30 AM",6,30,,00,50
685cc470186e146d7da64fea,Mpokket Financial Services Pvt Ltd,CLOSED,UNSECURED,Personal Loan,0,0,870,,500,"Aug 29, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 30, 2023, 5:30 AM",1,30,,,
685cc470186e146d7da64fea,Mpokket Financial Services Pvt Ltd,CLOSED,UNSECURED,Personal Loan,0,0,870,,500,"Aug 29, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 30, 2023, 5:30 AM",1,30,,,
685cc470186e146d7da64fea,Mpokket Financial Services Pvt Ltd,CLOSED,UNSECURED,Personal Loan,0,0,870,,"1,000","Aug 29, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 3, 2023, 5:30 AM","Sep 30, 2023, 5:30 AM",1,30,,,
685cc470186e146d7da64fea,VIVRITI CAPITAL LIMITED,CLOSED,UNSECURED,Personal Loan,0,0,711,,"15,066","Nov 20, 2023, 5:30 AM","Feb 9, 2024, 5:30 AM","Feb 9, 2024, 5:30 AM","Feb 29, 2024, 5:30 AM",6,27,,00,56
685cc470186e146d7da64fea,Mpokket Financial Services Pvt Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,685,,"4,000","Dec 8, 2023, 5:30 AM","Mar 6, 2024, 5:30 AM","Mar 6, 2024, 5:30 AM","Mar 31, 2024, 5:30 AM",3,27,,,
685cc470186e146d7da64fea,Bajaj Finance Limited,CLOSED,SECURED,Two-Wheeler Loan,0,0,226,,"102,000","Mar 28, 2024, 5:30 AM","Jun 8, 2025, 5:30 AM","Jun 8, 2025, 5:30 AM","Jul 31, 2025, 5:30 AM",0,15,,,
685cc470186e146d7da64fea,State Bank of India,CLOSED,OTHERS,Business Loan – General,0,,0,,"10,000","Sep 26, 2023, 5:30 AM","Aug 7, 2024, 5:30 AM",,"Aug 31, 2024, 5:30 AM",12,19,0,,12
685cc470186e146d7da64fea,Mpokket Financial Services Pvt Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,565,,"1,000","Jun 8, 2024, 5:30 AM","Jul 4, 2024, 5:30 AM","Jul 4, 2024, 5:30 AM","Jul 31, 2024, 5:30 AM",1,20,,,
685cc470186e146d7da64fea,Hero FinCorp Ltd,ACTIVE,UNSECURED,Personal Loan,"130,712","8,401",12,,"203,091","Aug 6, 2024, 5:30 AM",,"Jan 23, 2026, 5:30 AM","Feb 15, 2026, 5:30 AM",36,3,,00,27
685cc470186e146d7da64fea,ICICI Bank,CLOSED,SECURED,Gold Loan,0,0,357,,"48,205","Jan 24, 2024, 5:30 AM","Jan 29, 2025, 5:30 AM","Jan 28, 2025, 5:30 AM","Jan 31, 2025, 5:30 AM",0,15,,,
685cc470186e146d7da64fea,Krazybee Services Private Limited,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,321,,"1,680","Jan 20, 2025, 5:30 AM","Mar 5, 2025, 5:30 AM","Mar 5, 2025, 5:30 AM","Mar 15, 2025, 5:30 AM",7,12,,,
685cc470186e146d7da64fea,Muthoot Fincorp ltd,ACTIVE,SECURED,Gold Loan,"104,854",0,-2,,"104,854","Jan 22, 2026, 5:30 AM",,"Jan 22, 2026, 5:30 AM","Jan 31, 2026, 5:30 AM",13,2,,,0
685cc470186e146d7da64fea,Mirae Asset Financial Services India Pvt Ltd,CLOSED,UNSECURED,Personal Loan,0,0,321,,"6,720","Jan 20, 2025, 5:30 AM","Mar 5, 2025, 5:30 AM","Mar 5, 2025, 5:30 AM","May 14, 2025, 5:30 AM",7,10,,,28
685cc470186e146d7da64fea,Krazybee Services Private Limited,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,198,,"3,000","Apr 19, 2025, 5:30 AM","Jul 6, 2025, 5:30 AM","Jul 6, 2025, 5:30 AM","Jul 15, 2025, 5:30 AM",8,8,,,
685cc470186e146d7da64fea,Northern Arc Capital Limited,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,198,,"12,000","Apr 19, 2025, 5:30 AM","Jul 6, 2025, 5:30 AM","Jul 6, 2025, 5:30 AM","Jul 31, 2025, 5:30 AM",8,8,,00,28
685cc470186e146d7da64fea,WHIZDM FINANCE PRIVATE LIMITED,ACTIVE,UNSECURED,Short Term Personal Loan [Unsecured],"2,501",0,0,,"20,000","May 1, 2025, 5:30 AM",,,"Jan 31, 2026, 5:30 AM",9,3,,,34
685cc470186e146d7da64fea,Poonawalla Fincorp Limited,ACTIVE,UNSECURED,Personal Loan,"79,533",0,15,,"90,000","Jul 5, 2025, 5:30 AM",,"Jan 5, 2026, 5:30 AM","Jan 31, 2026, 5:30 AM",0,3,,,
685cc470186e146d7da64fea,Krazybee Services Private Limited,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,82,,"5,700","Aug 7, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",9,5,,,
685cc470186e146d7da64fea,PayU Finance India PVT Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,,82,,"22,800","Aug 7, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",9,5,,,
685cc470186e146d7da64fea,VIVRITI CAPITAL LIMITED,CLOSED,UNSECURED,Personal Loan,0,,51,,"9,500","Sep 7, 2025, 5:30 AM","Nov 30, 2025, 5:30 AM","Nov 30, 2025, 5:30 AM","Nov 30, 2025, 5:30 AM",0,4,,,
685cc470186e146d7da64fea,BRANCH INTERNATIONAL FINANCIAL SERVICES PVT LTD,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,77,,"5,000","Sep 7, 2025, 5:30 AM","Nov 4, 2025, 5:30 AM","Nov 4, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",3,4,,,
685cc470186e146d7da64fea,Vaibhav Vyapaar Pvt Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,82,,"10,000","Sep 26, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 30, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",4,5,,,2
685cc470186e146d7da64fea,Sayyam Investmets Pvt Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,67,,"2,500","Oct 28, 2025, 5:30 AM","Nov 14, 2025, 5:30 AM","Nov 14, 2025, 5:30 AM","Nov 30, 2025, 5:30 AM",0,4,,,
685cc470186e146d7da64fea,Sayyam Investmets Pvt Ltd,CLOSED,UNSECURED,Short Term Personal Loan [Unsecured],0,0,9,,"20,200","Nov 14, 2025, 5:30 AM","Jan 11, 2026, 5:30 AM","Jan 11, 2026, 5:30 AM","Jan 15, 2026, 5:30 AM",0,3,,,
69227e3565bc017d909e5bd3,ICICI Bank,CLOSED,UNSECURED,Credit Card,0,0,"2,916","35,000","8,007","Sep 6, 2017, 5:30 AM","Nov 12, 2018, 5:30 AM","Oct 30, 2017, 5:30 AM","Aug 12, 2019, 5:30 AM",0,84,,,
69227e3565bc017d909e5bd3,Home Credit India Finance Pvt. Ltd,CLOSED,UNSECURED,Consumer Loan,0,0,"2,428",,"7,907","Jul 30, 2018, 5:30 AM","Mar 3, 2019, 5:30 AM","Mar 2, 2019, 5:30 AM","Mar 31, 2019, 5:30 AM",7,84,,,
69227e3565bc017d909e5bd3,Home Credit India Finance Pvt. Ltd,CLOSED,UNSECURED,Personal Loan,0,0,"2,078",,"20,000","Feb 11, 2019, 5:30 AM","Feb 15, 2020, 5:30 AM","Feb 15, 2020, 5:30 AM","Feb 29, 2020, 5:30 AM",12,72,,,27
69227e3565bc017d909e5bd3,Dhani Loans and Services Limited,ACTIVE,UNSECURED,Personal Loan,0,0,"1,510",,"10,000","Mar 14, 2020, 5:30 AM",,"Sep 5, 2021, 5:30 AM","Nov 15, 2025, 5:30 AM",12,1,0,,
69227e3565bc017d909e5bd3,CapFloat Financial Services Pvt Ltd,ACTIVE,UNSECURED,Consumer Loan,0,0,323,,"16,000","May 27, 2024, 5:30 AM",,"Dec 5, 2024, 5:30 AM","Nov 15, 2025, 5:30 AM",0,1,,,
69227e3565bc017d909e5bd3,PIRAMAL FINANCE LIMITED,CLOSED,UNSECURED,Personal Loan,0,0,140,,"7,838","Nov 28, 2024, 5:30 AM","Jun 6, 2025, 5:30 AM","Jun 6, 2025, 5:30 AM","Jun 30, 2025, 5:30 AM",0,12,0,,
69227e3565bc017d909e5bd3,ARKA FINCAP LIMITED,ACTIVE,UNSECURED,Personal Loan,"122,353",0,12,,"150,480","Nov 25, 2024, 5:30 AM",,"Oct 12, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",36,2,,,
69227e3565bc017d909e5bd3,WORTGAGE FINANCE PVT LTD,ACTIVE,UNSECURED,Personal Loan,"13,595",0,12,,"16,720","Nov 25, 2024, 5:30 AM",,"Oct 12, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",36,2,,,33
69227e3565bc017d909e5bd3,Cholamandalam Investment and Finance Company Limited,ACTIVE,SECURED,Two-Wheeler Loan,"65,559",0,-17,,"94,000","Dec 4, 2024, 5:30 AM",,"Nov 10, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",30,1,,,12
69227e3565bc017d909e5bd3,VIVRITI CAPITAL LIMITED,ACTIVE,UNSECURED,Personal Loan,"200,214",0,-16,,"300,000","Dec 12, 2024, 5:30 AM",,"Nov 9, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",24,1,,,
69227e3565bc017d909e5bd3,HDFC Bank Ltd,ACTIVE,UNSECURED,Consumer Loan,"17,424",0,-12,,"36,512","Jun 23, 2025, 5:30 AM",,"Nov 5, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",8,1,,00,22
69227e3565bc017d909e5bd3,Cholamandalam Investment and Finance Company Limited,ACTIVE,UNSECURED,Personal Loan,"49,324",0,0,,"51,000","Sep 6, 2025, 5:30 AM",,,"Nov 15, 2025, 5:30 AM",24,1,,,24
69227e3565bc017d909e5bd3,Krazybee Services Private Limited,ACTIVE,UNSECURED,Short Term Personal Loan [Unsecured],"6,603",0,21,,"7,400","Sep 10, 2025, 5:30 AM",,"Oct 3, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",9,2,,,
69227e3565bc017d909e5bd3,PayU Finance India PVT Ltd,ACTIVE,UNSECURED,Short Term Personal Loan [Unsecured],"26,417",,21,,"29,600","Sep 10, 2025, 5:30 AM",,"Oct 3, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",9,2,,,
69227e3565bc017d909e5bd3,R K BANSAL FINANCE PRIVATE LIMITED,ACTIVE,UNSECURED,Short Term Personal Loan [Unsecured],"8,000",0,0,,"8,000","Oct 5, 2025, 5:30 AM",,,"Oct 15, 2025, 5:30 AM",0,2,,00,
6926a9f74b5803785c83d1d7,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"1,000",,"52,000","Jul 18, 2022, 5:30 AM","May 4, 2023, 5:30 AM","May 2, 2023, 5:30 AM","Jun 30, 2023, 5:30 AM",15,39,,,
6926a9f74b5803785c83d1d7,HDFC Bank Ltd,ACTIVE,UNSECURED,Credit Card,"13,081",,-5,"371,000","130,185","Dec 19, 2022, 5:30 AM",,"Jan 31, 2026, 5:30 AM","Feb 15, 2026, 5:30 AM",0,3,,,
6926a9f74b5803785c83d1d7,SBI Cards and Payment Services Private Limited,CLOSED,UNSECURED,Credit Card,0,0,124,0,"70,162","Jan 4, 2023, 5:30 AM","Sep 26, 2025, 5:30 AM","Sep 24, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",0,4,,,
6926a9f74b5803785c83d1d7,HDFC Bank Ltd,CLOSED,UNSECURED,Personal Loan,0,0,740,,"935,000","Aug 14, 2023, 5:30 AM","Jan 17, 2024, 5:30 AM","Jan 17, 2024, 5:30 AM","Jan 31, 2024, 5:30 AM",0,27,,00,
6926a9f74b5803785c83d1d7,ICICI Bank,CLOSED,UNSECURED,Personal Loan,0,0,147,,"1,000,000","Sep 20, 2023, 5:30 AM","Sep 1, 2025, 5:30 AM","Sep 1, 2025, 5:30 AM","Sep 15, 2025, 5:30 AM",36,15,0,00,
6926a9f74b5803785c83d1d7,ICICI Bank,CLOSED,UNSECURED,Credit Card,0,0,369,"500,000","24,567","Sep 20, 2023, 5:30 AM","Sep 7, 2025, 5:30 AM","Jan 22, 2025, 5:30 AM","Sep 8, 2025, 5:30 AM",0,15,,00,
6926a9f74b5803785c83d1d7,HDFC Bank Ltd,CLOSED,UNSECURED,Personal Loan,0,0,151,,"990,000","Jan 16, 2024, 5:30 AM","Aug 28, 2025, 5:30 AM","Aug 28, 2025, 5:30 AM","Aug 31, 2025, 5:30 AM",0,15,,,
6926a9f74b5803785c83d1d7,ICICI Bank,CLOSED,UNSECURED,Credit Card,0,0,445,"500,000","15,294","Mar 12, 2024, 5:30 AM","Nov 16, 2025, 5:30 AM","Nov 7, 2024, 5:30 AM","Dec 15, 2025, 5:30 AM",0,3,,00,
6926a9f74b5803785c83d1d7,Lord Krishna Financial Services Ltd,CLOSED,OTHERS,Educational Loan,0,0,174,,"24,082","Apr 21, 2025, 5:30 AM","Aug 5, 2025, 5:30 AM","Aug 5, 2025, 5:30 AM","Oct 31, 2025, 5:30 AM",4,5,,00,7
6926a9f74b5803785c83d1d7,HDFC Bank Ltd,CLOSED,UNSECURED,Personal Loan,0,0,5,,"1,405,000","Aug 26, 2025, 5:30 AM","Jan 21, 2026, 5:30 AM","Jan 21, 2026, 5:30 AM","Jan 31, 2026, 5:30 AM",0,3,,,
6926a9f74b5803785c83d1d7,BOBCARD LIMITED,ACTIVE,UNSECURED,Credit Card,"32,873",0,2,"200,000","54,255","Sep 30, 2025, 5:30 AM",,"Jan 24, 2026, 5:30 AM","Feb 15, 2026, 5:30 AM",0,3,,,
6926a9f74b5803785c83d1d7,Axis Bank,ACTIVE,UNSECURED,Credit Card,0,0,0,"250,000",857,"Sep 24, 2025, 5:30 AM",,,"Feb 15, 2026, 5:30 AM",0,3,,00,
6926a9f74b5803785c83d1d7,SBI Cards and Payment Services Private Limited,ACTIVE,UNSECURED,Credit Card,"37,897",0,34,"90,000","77,534","Jan 4, 2023, 5:30 AM",,"Dec 23, 2025, 5:30 AM","Feb 15, 2026, 5:30 AM",0,3,,,
68f4ce718c61064a6952f4e6,AU Small Finance Bank,CLOSED,SECURED,Auto Loan,0,0,"3,675",,"272,000","Dec 31, 2013, 5:30 AM","Oct 21, 2015, 5:30 AM","Oct 5, 2015, 5:30 AM","Oct 31, 2015, 5:30 AM",0,122,,,
68f4ce718c61064a6952f4e6,HDB Financial Services Limited,CLOSED,SECURED,Auto Loan,0,0,"2,876",,"225,000","Oct 31, 2015, 5:30 AM","Dec 12, 2017, 5:30 AM","Dec 12, 2017, 5:30 AM","Dec 31, 2017, 5:30 AM",0,96,,,
68f4ce718c61064a6952f4e6,HDB Financial Services Limited,CLOSED,UNSECURED,Personal Loan,0,0,"2,287",,"250,000","Sep 30, 2016, 5:30 AM","Jul 24, 2019, 5:30 AM","Jul 24, 2019, 5:30 AM","Jul 31, 2019, 5:30 AM",0,84,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"3,005",,"31,889","Oct 11, 2016, 5:30 AM","Sep 10, 2017, 5:30 AM","Aug 5, 2017, 5:30 AM","Mar 31, 2021, 5:30 AM",0,84,,,
68f4ce718c61064a6952f4e6,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Consumer Loan,0,0,"2,974",,"35,500","Jan 3, 2017, 5:30 AM","Sep 20, 2017, 5:30 AM","Sep 5, 2017, 5:30 AM","Sep 30, 2017, 5:30 AM",12,99,,00,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,913",,"70,000","Jan 11, 2017, 5:30 AM","Feb 10, 2018, 5:30 AM","Nov 5, 2017, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,947",,"22,950","Jan 11, 2017, 5:30 AM","Nov 17, 2017, 5:30 AM","Oct 2, 2017, 5:30 AM","Mar 31, 2021, 5:30 AM",0,57,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,735",,"47,550","Mar 14, 2017, 5:30 AM","Sep 9, 2018, 5:30 AM","May 2, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,OTHERS,Business Loan – General,0,0,"1,952",,"306,000","Dec 30, 2017, 5:30 AM","Jun 23, 2020, 5:30 AM","Jun 23, 2020, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,IDFC FIRST BANK LIMITED,CLOSED,UNSECURED,Personal Loan,0,0,"1,581",,"261,751","Dec 27, 2017, 5:30 AM","Jul 11, 2021, 5:30 AM","Jun 29, 2021, 5:30 AM","Jul 31, 2021, 5:30 AM",39,60,,00,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,OTHERS,Business Loan – General,0,0,"2,640",,"17,728","Jan 31, 2018, 5:30 AM","Sep 9, 2018, 5:30 AM","Aug 5, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,579",,"19,900","Feb 17, 2018, 5:30 AM","Dec 17, 2018, 5:30 AM","Oct 5, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,84,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,518",,"13,300","Apr 11, 2018, 5:30 AM","May 13, 2019, 5:30 AM","Dec 5, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,518",,"15,600","Apr 11, 2018, 5:30 AM","May 13, 2019, 5:30 AM","Dec 5, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,456",,"26,000","May 18, 2018, 5:30 AM","Mar 14, 2019, 5:30 AM","Feb 5, 2019, 5:30 AM","Mar 31, 2021, 5:30 AM",0,57,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,609",,"20,990","Aug 18, 2018, 5:30 AM","Nov 12, 2019, 5:30 AM","Sep 5, 2018, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,ICICI Bank,CLOSED,UNSECURED,Consumer Loan,0,,"2,124",,"73,900","Mar 15, 2019, 5:30 AM","Jul 31, 2022, 5:30 AM","Jan 3, 2020, 5:30 AM","Jul 31, 2024, 5:30 AM",9,24,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,247",,"13,990","Mar 18, 2019, 5:30 AM","Nov 17, 2019, 5:30 AM","Sep 2, 2019, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,HDFC Bank Ltd,ACTIVE,UNSECURED,Credit Card,"43,997",,-6,"44,000","49,978","Jun 20, 2019, 5:30 AM",,"Nov 2, 2025, 5:30 AM","Nov 15, 2025, 5:30 AM",0,1,,,
68f4ce718c61064a6952f4e6,HDFC Bank Ltd,CLOSED,SECURED,Auto Loan,0,0,"1,145",,"254,598","Jun 4, 2019, 5:30 AM","Sep 8, 2022, 5:30 AM","Sep 8, 2022, 5:30 AM","Sep 30, 2022, 5:30 AM",0,48,,,
68f4ce718c61064a6952f4e6,Bajaj Finance Limited,CLOSED,UNSECURED,Consumer Loan,0,0,"2,125",,"41,500","May 14, 2019, 5:30 AM","May 8, 2020, 5:30 AM","Jan 2, 2020, 5:30 AM","Mar 31, 2021, 5:30 AM",0,60,,,
68f4ce718c61064a6952f4e6,HDB Financial Services Limited,CLOSED,UNSECURED,Personal Loan,0,0,"1,518",,"400,000","Jul 23, 2019, 5:30 AM","Aug 31, 2021, 5:30 AM","Aug 31, 2021, 5:30 AM","Aug 31, 2021, 5:30 AM",41,60,,,
68f4ce718c61064a6952f4e6,EarlySalary Services Pvt Ltd,CLOSED,UNSECURED,Personal Loan,0,0,"2,120",,"20,000","Oct 1, 2019, 5:30 AM","Jan 7, 2020, 5:30 AM","Jan 7, 2020, 5:30 AM","May 31, 2023, 5:30 AM",0,31,,,
